0 0 1000 0 0 0 0 0 0 0 0 99.630000 9.847542 0.508000 0.500186 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
33 0 1000 0 0 0 508 0 836 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
66 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
99 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
132 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
165 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
198 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
231 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
264 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
297 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
330 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
363 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
396 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
429 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
462 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
495 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
528 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
561 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
594 0 1000 0 0 0 0 0 0 0 0 100.138000 9.857288 0.000000 0.000000 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
