0 0 1000 0 |0| 0 0 0 0 0 0 0 100.000000 9.944793 0.473000 0.499520 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
33 0 1000 0 |0| 0 0 19259 0 31958 0 0 117.682000 10.698567 499.239000 288.806498 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
66 0 1000 0 |0| 0 0 19842 0 32952 0 0 135.818000 12.001705 499.250000 288.842732 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
99 0 1000 0 |0| 0 0 19965 0 32953 0 0 154.152000 13.074626 499.238000 288.825507 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
132 0 1000 0 |0| 30 0 19734 0 32945 0 0 161.837000 40.321188 498.898000 289.073103 0.300000 0.000000 0.500297 0.097636 -0.200304 0.019711
165 0 1000 0 |0| 192 0 19798 0 32956 0 0 115.288000 85.983604 496.718000 289.618313 0.300000 0.000000 0.499316 0.097730 -0.199789 0.019966
198 0 1000 0 |0| 328 0 19696 0 32956 0 0 43.213000 65.009552 497.963000 288.665442 0.300000 0.000000 0.500637 0.096740 -0.199742 0.019489
231 0 1000 0 |0| 126 0 19708 0 32951 0 0 31.985000 29.025424 499.513000 288.593122 0.300000 0.000000 0.500181 0.097202 -0.199904 0.019509
264 0 1000 0 |0| 22 0 19668 0 32942 0 0 44.807000 18.464363 499.235000 288.839215 0.300000 0.000000 0.500359 0.096882 -0.199861 0.019408
297 0 1000 0 |0| 2 0 19673 0 32955 0 0 62.289000 18.498369 499.221000 288.842511 0.300000 0.000000 0.500219 0.097198 -0.199828 0.019412
330 0 1000 0 |0| 0 0 19777 0 32960 0 0 80.452000 19.412381 499.198000 288.798891 0.300000 0.000000 0.500219 0.097198 -0.199828 0.019412
363 0 1000 0 |0| 0 0 19689 0 32934 0 0 98.500000 20.326366 499.225000 288.792783 0.300000 0.000000 0.500219 0.097198 -0.199828 0.019412
396 0 1000 0 |0| 0 0 19856 0 32953 0 0 116.752000 21.033995 499.244000 288.823145 0.300000 0.000000 0.500219 0.097198 -0.199828 0.019412
429 0 1000 0 |0| 2 0 19626 0 32953 0 0 134.097000 23.292405 499.262000 288.819723 0.300000 0.000000 0.500285 0.097184 -0.199807 0.019420
462 0 1000 0 |0| 20 0 19829 0 32948 0 0 145.249000 36.496342 499.246000 288.835773 0.300000 0.000000 0.500088 0.097649 -0.199636 0.019536
495 0 1000 0 |0| 79 0 19745 0 32945 0 0 136.690000 63.877525 498.684000 289.366541 0.300000 0.000000 0.500796 0.097385 -0.199388 0.019604
528 0 1000 0 |0| 196 0 19788 0 32944 0 0 92.324000 81.081670 498.443000 288.887107 0.300000 0.000000 0.503350 0.095824 -0.198916 0.019662
561 0 1000 0 |0| 181 0 19700 0 32940 0 0 59.520000 68.245110 497.282000 288.513557 0.300000 0.000000 0.502605 0.094141 -0.198894 0.019710
594 0 1000 0 |0| 106 0 19633 0 32946 0 0 49.546000 50.246757 499.290000 288.842507 0.300000 0.000000 0.500884 0.095307 -0.199406 0.019736
627 0 1000 0 |0| 67 0 19860 0 32945 0 0 50.441000 33.927977 499.277000 288.866156 0.300000 0.000000 0.500828 0.094832 -0.199986 0.019761
660 0 1000 0 |0| 23 0 19855 0 32942 0 0 62.756000 28.485819 499.258000 288.825750 0.300000 0.000000 0.501161 0.095014 -0.200214 0.019634
693 0 1000 0 |0| 5 0 19673 0 32966 0 0 79.571000 28.027317 499.263000 288.823983 0.300000 0.000000 0.500605 0.094993 -0.200214 0.019658
726 0 1000 0 |0| 0 0 19718 0 32957 0 0 97.562000 28.862626 499.205000 288.820647 0.300000 0.000000 0.500605 0.094993 -0.200214 0.019658
759 0 1000 0 |0| 2 0 19763 0 32955 0 0 115.035000 30.142600 498.574000 288.822002 0.300000 0.000000 0.500549 0.095025 -0.200191 0.019694
792 0 1000 0 |0| 15 0 19715 0 32946 0 0 128.177000 36.186145 499.151000 288.939059 0.300000 0.000000 0.500430 0.094365 -0.200213 0.019875
825 0 1000 0 |0| 51 0 19591 0 32942 0 0 129.298000 52.474515 498.596000 289.250515 0.300000 0.000000 0.499928 0.094050 -0.199726 0.019969
858 0 1000 0 |0| 102 0 19780 0 32948 0 0 115.051000 69.360589 497.333000 289.533227 0.300000 0.000000 0.500855 0.093720 -0.199004 0.020016
891 0 1000 0 |0| 147 0 19734 0 32960 0 0 89.398000 75.291529 498.684000 289.160007 0.300000 0.000000 0.500884 0.093230 -0.198806 0.019877
924 0 1000 0 |0| 129 0 19715 0 32961 0 0 72.412000 69.393225 499.050000 289.049444 0.300000 0.000000 0.499486 0.092108 -0.199152 0.019670
957 0 1000 0 |0| 124 0 19915 0 32953 0 0 58.456000 56.087288 498.374000 288.071052 0.300000 0.000000 0.498348 0.093338 -0.199509 0.019422
990 0 1000 0 |0| 69 0 19897 0 32942 0 0 58.755000 45.169096 499.249000 288.827790 0.300000 0.000000 0.497964 0.092671 -0.199948 0.019758
1023 0 1000 0 |0| 50 0 19763 0 32933 0 0 63.637000 36.720643 498.703000 288.426074 0.300000 0.000000 0.498933 0.092432 -0.199917 0.019688
1056 0 1000 0 |0| 12 0 19793 0 32950 0 0 78.654000 35.838034 499.205000 288.789855 0.300000 0.000000 0.499045 0.092381 -0.200064 0.019658
1089 0 1000 0 |0| 7 0 19836 0 32955 0 0 94.634000 36.603112 499.249000 288.802281 0.300000 0.000000 0.498798 0.092309 -0.199995 0.019691
1122 0 1000 0 |0| 8 0 19786 0 32948 0 0 110.587000 38.405982 499.270000 288.809189 0.300000 0.000000 0.498718 0.092517 -0.199920 0.019819
1155 0 1000 0 |0| 33 0 19728 0 32943 0 0 117.839000 46.549564 498.710000 288.988516 0.300000 0.000000 0.499366 0.092188 -0.199499 0.020242
1188 0 1000 0 |0| 60 0 19849 0 32946 0 0 116.944000 57.578070 498.629000 289.336096 0.300000 0.000000 0.500840 0.092940 -0.199245 0.020373
1221 0 1000 0 |0| 87 0 19878 0 32936 0 0 107.243000 67.502463 498.748000 288.601378 0.300000 0.000000 0.501037 0.092809 -0.198921 0.020094
1254 0 1000 0 |0| 116 0 19735 0 32948 0 0 90.575000 71.460121 499.042000 289.013271 0.300000 0.000000 0.501650 0.092598 -0.198942 0.019855
1287 0 1000 0 |0| 120 0 19737 0 32949 0 0 75.145000 66.654038 499.096000 288.711658 0.300000 0.000000 0.501743 0.091912 -0.199065 0.019948
