0 0 1000 0 |0| 0 0 0 0 0 0 0 99.630000 9.847542 0.508000 0.500186 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
33 0 1000 0 |0| 0 0 19430 0 32009 0 0 117.495000 11.109068 499.227000 288.838212 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
66 0 1000 0 |0| 0 0 19707 0 32952 0 0 135.629000 11.980104 499.261000 288.813494 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
99 0 1000 0 |0| 0 0 19742 0 32949 0 0 153.620000 12.953895 499.248000 288.798731 0.300000 0.000000 0.500076 0.097058 -0.199957 0.019849
132 0 1000 0 |0| 21 0 19698 0 32973 0 0 164.108000 35.530448 498.796000 288.897920 0.300000 0.000000 0.500653 0.096814 -0.200083 0.019998
165 0 1000 0 |0| 208 0 19921 0 32942 0 0 112.010000 86.670223 497.207000 289.066781 0.300000 0.000000 0.500827 0.097674 -0.199363 0.019902
198 0 1000 0 |0| 306 0 19826 0 32952 0 0 45.158000 65.665265 496.374000 289.139900 0.300000 0.000000 0.501091 0.096976 -0.199273 0.020027
231 0 1000 0 |0| 121 0 19617 0 32937 0 0 34.327000 33.157284 498.974000 288.748519 0.300000 0.000000 0.502687 0.096286 -0.199566 0.019866
264 0 1000 0 |0| 29 0 19762 0 32949 0 0 45.514000 20.214857 499.205000 288.786344 0.300000 0.000000 0.503213 0.096619 -0.200039 0.019820
297 0 1000 0 |0| 4 0 19826 0 32941 0 0 62.705000 19.085603 499.220000 288.796941 0.300000 0.000000 0.503116 0.096639 -0.200067 0.019890
330 0 1000 0 |0| 1 0 19653 0 32941 0 0 80.446000 19.781871 499.249000 288.821302 0.300000 0.000000 0.503124 0.096642 -0.200126 0.019891
363 0 1000 0 |0| 0 0 19775 0 32938 0 0 98.536000 20.502465 499.220000 288.766296 0.300000 0.000000 0.503124 0.096642 -0.200126 0.019891
396 0 1000 0 |0| 0 0 19892 0 32958 0 0 116.776000 21.432199 499.237000 288.793921 0.300000 0.000000 0.503124 0.096642 -0.200126 0.019891
429 0 1000 0 |0| 4 0 19667 0 32953 0 0 133.582000 24.784866 499.237000 288.782853 0.300000 0.000000 0.503041 0.096722 -0.199988 0.019897
462 0 1000 0 |0| 22 0 19919 0 32955 0 0 144.211000 38.564150 498.782000 289.076488 0.300000 0.000000 0.503996 0.096011 -0.200122 0.020002
495 0 1000 0 |0| 99 0 19676 0 32954 0 0 128.611000 67.990811 497.413000 289.032445 0.300000 0.000000 0.504003 0.096496 -0.199553 0.019792
528 0 1000 0 |0| 168 0 19786 0 32950 0 0 95.479000 80.920725 498.643000 288.824014 0.300000 0.000000 0.503111 0.096740 -0.199124 0.020038
561 0 1000 0 |0| 194 0 19848 0 32960 0 0 61.584000 70.049482 497.511000 288.151264 0.300000 0.000000 0.502091 0.099352 -0.198816 0.019754
594 0 1000 0 |0| 127 0 19772 0 32951 0 0 47.600000 48.788239 498.847000 288.727195 0.300000 0.000000 0.502402 0.100114 -0.198783 0.019728
627 0 1000 0 |0| 64 0 19765 0 32939 0 0 49.507000 31.456628 499.267000 288.822836 0.300000 0.000000 0.503082 0.100753 -0.198957 0.019676
660 0 1000 0 |0| 15 0 19863 0 32943 0 0 63.750000 28.677097 498.799000 288.614228 0.300000 0.000000 0.502832 0.100778 -0.199289 0.019737
693 0 1000 0 |0| 5 0 19706 0 32948 0 0 80.441000 28.580752 499.263000 288.846776 0.300000 0.000000 0.503105 0.100685 -0.199404 0.019824
726 0 1000 0 |0| 2 0 19819 0 32942 0 0 98.074000 29.225822 499.218000 288.802797 0.300000 0.000000 0.503285 0.100771 -0.199414 0.019819
759 0 1000 0 |0| 3 0 19769 0 32952 0 0 115.280000 30.659315 499.210000 288.885889 0.300000 0.000000 0.503422 0.100751 -0.199450 0.019828
792 0 1000 0 |0| 12 0 19665 0 32950 0 0 129.486000 35.748339 498.810000 289.181282 0.300000 0.000000 0.503957 0.100396 -0.199415 0.019918
825 0 1000 0 |0| 47 0 19824 0 32935 0 0 131.974000 51.721896 498.572000 288.978801 0.300000 0.000000 0.504349 0.099404 -0.199605 0.019927
858 0 1000 0 |0| 118 0 19764 0 32951 0 0 111.714000 71.568277 499.054000 289.040183 0.300000 0.000000 0.503957 0.100180 -0.199542 0.019756
891 0 1000 0 |0| 135 0 19760 0 32941 0 0 91.061000 76.443161 498.327000 288.676789 0.300000 0.000000 0.504943 0.098487 -0.199323 0.019855
924 0 1000 0 |0| 150 0 19775 0 32952 0 0 66.680000 67.635613 498.189000 288.250238 0.300000 0.000000 0.504298 0.097284 -0.198894 0.019704
957 0 1000 0 |0| 115 0 19820 0 32946 0 0 56.172000 53.899087 498.803000 288.621175 0.300000 0.000000 0.504115 0.098624 -0.199255 0.019621
990 0 1000 0 |0| 65 0 19780 0 32950 0 0 57.413000 41.833030 499.193000 288.808459 0.300000 0.000000 0.504910 0.098437 -0.199845 0.019566
1023 0 1000 0 |0| 33 0 19787 0 32951 0 0 66.968000 36.627265 498.373000 288.325183 0.300000 0.000000 0.504302 0.098468 -0.200115 0.019434
1056 0 1000 0 |0| 16 0 19792 0 32939 0 0 80.752000 35.490253 499.247000 288.816341 0.300000 0.000000 0.503350 0.099245 -0.200469 0.019586
1089 0 1000 0 |0| 4 0 19738 0 32942 0 0 97.518000 36.432747 499.199000 288.790068 0.300000 0.000000 0.504130 0.099425 -0.200479 0.019578
1122 0 1000 0 |0| 11 0 19771 0 32949 0 0 112.180000 39.117564 499.259000 288.827965 0.300000 0.000000 0.504162 0.099315 -0.200549 0.019657
1155 0 1000 0 |0| 30 0 19666 0 32947 0 0 121.010000 46.211811 499.133000 288.972969 0.300000 0.000000 0.504751 0.099296 -0.200164 0.019717
1188 0 1000 0 |0| 65 0 19931 0 32960 0 0 118.256000 59.152527 498.911000 288.911757 0.300000 0.000000 0.505672 0.098557 -0.200446 0.019777
1221 0 1000 0 |0| 104 0 19776 0 32948 0 0 104.617000 69.636625 498.332000 289.120997 0.300000 0.000000 0.505204 0.097540 -0.200882 0.019694
1254 0 1000 0 |0| 131 0 19869 0 32947 0 0 84.903000 71.603133 498.011000 289.211293 0.300000 0.000000 0.504395 0.097831 -0.200487 0.019664
1287 0 1000 0 |0| 115 0 19595 0 32942 0 0 71.255000 64.903023 498.065000 288.993710 0.300000 0.000000 0.504604 0.097571 -0.200382 0.019418
1320 0 1000 0 |0| 94 0 19700 0 32945 0 0 64.078000 54.838592 497.767000 288.088910 0.300000 0.000000 0.504662 0.097869 -0.199898 0.019421
