0 0 1000 0 0 0 0 0 0 0 0 100.000000 9.944793 0.473000 0.499520 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
33 0 1000 0 0 0 473 0 777 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
66 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
99 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
132 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
165 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
198 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
231 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
264 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
297 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
330 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
363 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
396 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
429 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
462 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
495 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
528 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
561 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
594 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
627 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
660 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
693 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
726 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
759 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
792 0 1000 0 0 0 0 0 0 0 0 100.473000 9.964666 0.000000 0.000000 0.300000 0.000000 0.500093 0.098157 -0.200509 0.019863
