0 0 1000 0 |0| 0 0 0 0 0 0 0 99.958000 9.669630 0.534000 0.499092 0.300000 0.000000 0.495616 0.102786 -0.199189 0.019826
33 0 1000 0 |0| 0 0 19197 0 31998 0 0 117.645000 10.564781 499.253000 288.825028 0.300000 0.000000 0.495616 0.102786 -0.199189 0.019826
66 0 1000 0 |0| 0 0 19827 0 32949 0 0 135.869000 11.373971 499.206000 288.833721 0.300000 0.000000 0.495616 0.102786 -0.199189 0.019826
99 0 1000 0 |0| 0 0 19833 0 32945 0 0 154.040000 12.437809 499.229000 288.808266 0.300000 0.000000 0.495616 0.102786 -0.199189 0.019826
132 0 1000 0 |0| 17 0 19837 0 32951 0 0 165.905000 33.029364 498.344000 289.292128 0.300000 0.000000 0.495879 0.102681 -0.199062 0.019763
165 0 1000 0 |0| 217 0 19741 0 32945 0 0 111.984000 87.143914 496.600000 287.862875 0.300000 0.000000 0.494608 0.100612 -0.198480 0.019601
198 0 1000 0 |0| 304 0 19567 0 32927 0 0 47.400000 68.263679 497.963000 289.346040 0.300000 0.000000 0.495036 0.100668 -0.198808 0.019807
231 0 1000 0 |0| 146 0 19771 0 32948 0 0 31.016000 28.494520 499.214000 288.792149 0.300000 0.000000 0.494891 0.102125 -0.199247 0.019652
264 0 1000 0 |0| 19 0 19769 0 32952 0 0 44.700000 18.331395 499.235000 288.806341 0.300000 0.000000 0.494398 0.102238 -0.199352 0.019734
297 0 1000 0 |0| 3 0 19666 0 32944 0 0 62.021000 17.563628 499.240000 288.812557 0.300000 0.000000 0.494109 0.102277 -0.199423 0.019714
330 0 1000 0 |0| 0 0 19756 0 32967 0 0 80.104000 18.564801 499.233000 288.834070 0.300000 0.000000 0.494109 0.102277 -0.199423 0.019714
363 0 1000 0 |0| 0 0 19694 0 32952 0 0 98.120000 19.360538 499.228000 288.825241 0.300000 0.000000 0.494109 0.102277 -0.199423 0.019714
396 0 1000 0 |0| 0 0 19853 0 32948 0 0 116.295000 20.247022 499.248000 288.818162 0.300000 0.000000 0.494109 0.102277 -0.199423 0.019714
429 0 1000 0 |0| 1 0 19707 0 32956 0 0 134.032000 21.913128 499.261000 288.824123 0.300000 0.000000 0.494202 0.102242 -0.199437 0.019707
462 0 1000 0 |0| 12 0 19748 0 32939 0 0 147.929000 31.270014 499.264000 288.852346 0.300000 0.000000 0.494178 0.102423 -0.199459 0.019731
495 0 1000 0 |0| 91 0 19842 0 32959 0 0 135.395000 64.641655 497.741000 288.323798 0.300000 0.000000 0.494596 0.102758 -0.198745 0.019415
528 0 1000 0 |0| 179 0 19732 0 32948 0 0 96.537000 82.043951 496.813000 289.106937 0.300000 0.000000 0.493392 0.101947 -0.198309 0.019846
561 0 1000 0 |0| 214 0 19898 0 32942 0 0 56.192000 67.631184 498.280000 288.977666 0.300000 0.000000 0.494876 0.102271 -0.198937 0.020071
594 0 1000 0 |0| 117 0 19747 0 32945 0 0 45.639000 46.946722 498.134000 288.643644 0.300000 0.000000 0.494918 0.102366 -0.199226 0.020264
627 0 1000 0 |0| 55 0 19845 0 32951 0 0 50.213000 32.124471 499.356000 288.761796 0.300000 0.000000 0.495512 0.102677 -0.199734 0.020348
660 0 1000 0 |0| 20 0 19702 0 32947 0 0 63.227000 27.271986 499.210000 288.827033 0.300000 0.000000 0.494360 0.103008 -0.199688 0.020232
693 0 1000 0 |0| 4 0 19688 0 32948 0 0 80.168000 27.607426 499.225000 288.828236 0.300000 0.000000 0.494009 0.102730 -0.199754 0.020230
726 0 1000 0 |0| 1 0 19973 0 32942 0 0 98.255000 28.126163 499.266000 288.816932 0.300000 0.000000 0.494289 0.102693 -0.199746 0.020229
759 0 1000 0 |0| 1 0 19594 0 32952 0 0 115.899000 29.387045 499.220000 288.791312 0.300000 0.000000 0.494178 0.102623 -0.199722 0.020217
792 0 1000 0 |0| 10 0 19874 0 32956 0 0 130.891000 34.030622 499.266000 288.832386 0.300000 0.000000 0.493691 0.103053 -0.199814 0.020302
825 0 1000 0 |0| 47 0 19691 0 32954 0 0 133.695000 50.226374 499.016000 289.033704 0.300000 0.000000 0.494055 0.103514 -0.199380 0.020364
858 0 1000 0 |0| 111 0 20001 0 32958 0 0 116.187000 69.722459 498.797000 289.155998 0.300000 0.000000 0.494772 0.103074 -0.199051 0.020410
891 0 1000 0 |0| 144 0 19835 0 32943 0 0 91.728000 76.258792 498.943000 289.028205 0.300000 0.000000 0.494077 0.102082 -0.198995 0.020264
924 0 1000 0 |0| 149 0 19654 0 32956 0 0 67.839000 68.203906 497.878000 289.187227 0.300000 0.000000 0.490814 0.101561 -0.198572 0.019859
957 0 1000 0 |0| 115 0 19626 0 32940 0 0 55.265000 52.804252 498.411000 288.436158 0.300000 0.000000 0.491401 0.101756 -0.199204 0.019671
990 0 1000 0 |0| 65 0 19888 0 32939 0 0 56.839000 40.406506 499.239000 288.823789 0.300000 0.000000 0.490211 0.102503 -0.199112 0.019798
1023 0 1000 0 |0| 30 0 19688 0 32939 0 0 67.057000 35.696807 499.233000 288.850323 0.300000 0.000000 0.490673 0.102268 -0.199208 0.019803
1056 0 1000 0 |0| 11 0 19905 0 32943 0 0 82.150000 35.062728 499.235000 288.824385 0.300000 0.000000 0.490534 0.102089 -0.199287 0.019767
1089 0 1000 0 |0| 9 0 19791 0 32954 0 0 97.782000 36.081746 497.899000 289.417164 0.300000 0.000000 0.490680 0.102504 -0.199348 0.019828
1122 0 1000 0 |0| 13 0 19904 0 32959 0 0 112.005000 39.153058 498.607000 288.686041 0.300000 0.000000 0.490272 0.102406 -0.199311 0.019968
1155 0 1000 0 |0| 23 0 19828 0 32957 0 0 122.884000 44.409219 499.194000 288.838117 0.300000 0.000000 0.490619 0.102051 -0.199062 0.019890
1188 0 1000 0 |0| 64 0 19813 0 32936 0 0 120.219000 58.065572 499.256000 288.826667 0.300000 0.000000 0.491277 0.101247 -0.198988 0.019718
1221 0 1000 0 |0| 108 0 19768 0 32971 0 0 103.946000 69.363134 499.693000 288.421448 0.300000 0.000000 0.491225 0.102197 -0.198998 0.019898
1254 0 1000 0 |0| 117 0 19765 0 32934 0 0 87.580000 72.034829 498.722000 288.705684 0.300000 0.000000 0.490859 0.101618 -0.198305 0.019998
1287 0 1000 0 |0| 125 0 19686 0 32946 0 0 70.396000 65.908961 498.378000 288.755081 0.300000 0.000000 0.489728 0.100808 -0.198067 0.020009
1320 0 1000 0 |0| 97 0 19715 0 32942 0 0 62.312000 55.531328 499.243000 288.811686 0.300000 0.000000 0.488970 0.101793 -0.198646 0.020025
1353 0 1000 0 |0| 73 0 19677 0 32949 0 0 61.928000 45.483443 499.280000 288.799451 0.300000 0.000000 0.488758 0.101682 -0.198720 0.019693
1386 0 1000 0 |0| 40 0 19682 0 32952 0 0 69.757000 40.386545 499.386000 288.725297 0.300000 0.000000 0.489257 0.101230 -0.198742 0.019865
1419 0 1000 0 |0| 22 0 19579 0 32942 0 0 81.734000 39.389653 498.798000 288.606190 0.300000 0.000000 0.489701 0.101186 -0.198835 0.019870
1452 0 1000 0 |0| 8 0 19831 0 32943 0 0 97.583000 40.165487 499.225000 288.828236 0.300000 0.000000 0.489764 0.101230 -0.198813 0.019928
1485 0 1000 0 |0| 22 0 19741 0 32945 0 0 108.992000 43.528205 499.233000 288.802811 0.300000 0.000000 0.490442 0.100778 -0.198808 0.020071
